Periodos,S11,S21,S22,S23,S31-S33,S43,S46,S48-S49-S51,S52-S53,S54-S55-S56,S61-S62,S71-S81,S72,S93
2005/07,92.97709481,105.8250453,73.56744859,84.77867736,90.15902034,74.67203733,87.76462962,76.50798333,71.68948211,88.60774967,88.32952954,84.12108101,98.84015192,85.30985024
2005/08,88.73814882,115.6059107,72.78713937,84.44479612,91.11074309,75.45108399,88.95075909,76.96405085,71.63208774,88.71621434,88.48387592,85.15200343,99.59625785,86.14931244
2005/09,86.59407973,113.5101401,73.19882359,85.71718883,91.89576509,75.62934768,88.74865984,77.66250707,72.07292976,85.8263452,89.43953132,85.27893199,101.6620684,89.6682398
2005/10,81.13967642,111.8027405,73.72253133,85.94414523,93.22295849,76.53293049,89.08946291,78.08961501,72.82787673,86.07313415,89.49283479,86.14641178,97.31922109,88.52332776
2005/11,85.83380563,115.0495865,74.45068879,87.63329259,93.95840433,78.1926334,91.83083369,78.63506637,72.6435013,86.75679621,89.79758542,86.34149432,94.70428176,86.30492205
2005/12,82.53779709,115.3855078,73.34543832,89.66240368,94.57586306,78.80733582,91.57511785,79.34636786,72.68512858,84.93153484,90.50563242,86.66738214,97.23477932,87.06870217
2006/01,95.34368195,115.2391184,76.34437766,90.24374671,95.5926867,81.79428085,94.872705,79.80137314,73.85802923,85.34294791,89.85179253,87.35179844,97.52748828,88.58029787
2006/02,87.12670004,113.6914123,77.59455499,89.33198878,94.9123153,79.30528495,91.97901099,79.97504518,74.14415939,88.01281257,90.97376876,86.79441602,98.01305986,91.67017336
2006/03,86.12453043,114.1083721,78.39903205,91.26954939,94.85634737,79.24290648,91.98105664,80.35202603,74.80181308,83.51941422,90.7788123,87.57120132,99.75934138,88.60730008
2006/04,88.16904567,113.8916716,79.37304273,92.02832375,95.14920383,79.75598904,91.04108106,80.68228508,75.20027394,88.57985884,91.2550282,87.68421995,98.78956709,86.7001607
2006/05,90.11891353,112.821768,80.53514833,92.88026588,96.84070273,81.04777589,92.86939751,81.54768287,76.31989107,89.00806504,91.3715321,87.68804059,99.262642,92.00363046
2006/06,88.74980206,111.0374461,81.54799875,93.21800082,96.26456323,80.1685061,92.02077335,81.5066566,75.89734923,88.63848231,91.87861649,88.29867789,98.59188396,87.42596374
2006/07,88.30138711,110.282068,82.09625356,94.64454817,96.86159472,79.75210434,91.04195387,81.32596423,75.94732495,90.98227458,92.42250803,86.88563109,98.94981001,87.11001829
2006/08,88.57063542,111.2514206,82.82973846,95.93915018,95.74823789,79.68846881,90.91208801,81.54093459,76.17166178,92.49107105,92.54939608,88.09439285,99.22965219,86.03049277
2006/09,90.35631343,111.8752343,83.15425157,96.04594831,95.78446548,80.98442876,91.71094806,82.18262582,76.15192462,89.2642318,93.35612926,88.46078323,100.3162363,85.81481907
2006/10,92.5202116,111.227196,83.45698664,95.2676597,95.82540734,81.48156641,92.40310003,82.17009107,76.56773619,90.82030881,92.16185909,87.77203605,101.3132077,84.59002065
2006/11,87.94174842,111.2828269,84.24253516,95.05190487,96.24848399,80.34323652,90.95651949,82.02594195,77.29949963,88.84645886,92.2310528,88.29577642,101.7120822,85.08274882
2006/12,100.0907459,105.1033256,84.61168636,94.99956679,96.11777469,81.5109319,92.43637093,82.90186737,77.01194679,89.69680384,92.17590193,89.00652139,101.5071094,85.43419765
2007/01,92.72359941,110.3540942,84.47001161,94.78912294,95.75361295,81.02303158,92.82457095,83.99437578,77.21410013,88.64544551,92.70830937,91.05600508,101.6027568,86.11515547
2007/02,95.20311194,111.2673764,83.32919449,95.97915909,95.9408752,81.31584702,92.7675131,84.41802236,77.13103066,87.19885299,92.97428867,90.97983244,101.5503776,86.20465792
2007/03,95.62005691,111.4298372,85.2516962,96.35799407,97.01608084,80.97145471,92.94581205,84.93041292,77.42687084,88.38342383,93.75060495,90.58890888,102.4640667,86.90327539
2007/04,91.2346082,111.198201,84.59559488,95.94482965,96.38907787,81.91987809,92.22889221,85.67565606,78.04214141,89.05303566,92.97243863,91.45118574,101.6263061,86.76485069
2007/05,92.76442397,109.1931718,85.61883957,94.93990792,97.56646981,82.97556791,93.77396974,86.05234835,78.65841078,89.6900645,93.97710349,91.79769523,101.2979466,87.37253094
2007/06,96.86932787,112.1050059,85.38669161,93.48836231,97.58375768,83.33288629,94.4036856,86.67280988,78.87392229,92.35231565,93.63566394,91.66719801,102.3905248,88.15337909
2007/07,94.02250869,111.9926134,85.99189459,96.17840118,97.03518213,82.46509179,92.79747539,87.08671007,79.00543845,91.9117528,94.11175288,91.51082423,100.8043973,88.21224397
2007/08,95.98875392,101.2416442,86.4903244,98.4680624,97.24947694,83.78998517,94.38834419,87.48656243,79.65585203,93.36292984,93.68937097,91.52698602,100.5591598,88.51466306
2007/09,93.82968719,109.7952141,87.26190357,99.90160267,96.46925307,84.58669128,94.12913628,87.43339962,79.90061056,94.21006438,93.93055742,90.89016237,100.8226126,89.57344826
2007/10,97.5712933,107.9017218,87.81485748,100.9870469,95.88613578,83.30632782,93.88581649,87.2450867,80.60191944,93.98538495,93.747645,91.44580803,101.6090128,89.88743741
2007/11,101.1795789,105.6846044,88.00737041,102.6145353,94.38077734,82.29947815,91.7159505,87.07355464,80.96810699,94.29510346,93.4762978,91.66072348,102.854203,89.78673096
2007/12,86.15229968,106.3138534,88.87035292,103.6190967,94.06485203,81.17130446,92.06080801,86.70733644,81.78060372,96.64753803,93.42236599,91.50147538,101.3957356,90.07209331
2008/01,95.70948011,105.791603,87.29734144,101.6815716,96.36252453,83.96792414,94.98294698,86.94735563,81.67982961,93.89675693,93.62674724,91.53987474,101.8883625,89.34301818
2008/02,92.9976819,105.9644799,89.71417518,104.052119,96.56483226,82.3196015,93.12381559,87.82875877,82.28861669,90.75446337,93.58898214,92.05544933,104.7195805,89.6366421
2008/03,91.58982948,104.2233639,87.1941285,101.6303701,96.44730488,81.25291004,92.6461493,87.5151726,82.95122801,93.68370768,93.06562114,91.82157358,102.1875683,87.06711006
2008/04,92.48568443,100.8295903,86.9762547,102.2784538,96.69052355,84.74177962,95.29502745,87.2489885,84.03190453,93.67989571,94.00673052,92.34440185,102.5272423,89.14578702
2008/05,97.05268522,102.2487115,87.7166902,103.3749518,95.11925141,84.51690256,93.58983644,87.27859369,84.98308793,92.99490808,93.89903489,92.4134496,102.9826454,88.92346324
2008/06,93.71539372,103.4343109,86.66678165,104.7291911,96.28320641,85.11606185,94.9916574,87.89836096,84.80140175,96.42205905,94.30210523,92.25174243,102.3007497,89.64765574
2008/07,97.95257116,103.3869352,86.03368566,102.9521826,95.00416862,86.83332292,95.72056175,86.90464808,84.92824141,95.19829385,94.27026766,93.08331955,101.6385294,90.63143759
2008/08,85.9276634,102.511171,87.28742854,100.0267259,94.91124464,85.1628416,93.53909521,86.64007689,84.84534791,94.30777912,95.00252324,93.20586077,101.7552043,91.35985784
2008/09,91.89326917,100.5326386,85.58411377,99.1290817,95.19140175,85.35399604,93.79005232,86.21762964,85.45974053,94.83358373,94.98863616,93.16483146,100.3700407,89.43607598
2008/10,98.58016394,103.8966202,85.75499146,100.9677718,93.96366013,84.53829684,92.37933333,86.50498167,84.40417898,95.18676468,95.5579127,93.43481753,98.73534426,92.30634382
2008/11,94.44473306,103.0955422,85.98486271,98.00362716,92.09473493,82.52690333,89.50600182,85.52517264,84.21404932,97.09297325,95.94076369,92.90322429,98.31226515,92.03910028
2008/12,98.48813247,101.5310329,84.72060849,98.26705913,88.97914274,78.35758012,87.69586333,83.76498469,84.35854465,92.4854298,95.97317776,92.05032682,97.29298226,91.99599189
2009/01,97.84393833,100.7539006,85.15334376,98.11241708,84.07254528,72.59199709,77.11777643,81.66006827,84.19311525,91.48923696,95.66454282,91.75451475,96.669177,87.93108423
2009/02,86.84040487,99.85443902,85.66484721,94.80113396,84.04325561,72.95243309,76.89223926,81.91161733,84.40944522,90.35583183,95.84202858,91.82777364,97.07051344,92.94710217
2009/03,95.30849286,99.13458498,86.65754888,95.09904623,82.60477546,73.29009446,80.59911573,81.48741465,84.03136577,89.15964274,95.69801288,91.73643118,93.63200932,93.86061812
2009/04,93.93831285,99.20637073,87.30756439,95.22794886,83.18909778,71.25684164,77.21296485,81.5597066,84.17186611,91.6969772,84.3399769,91.67122305,92.74092884,94.34028009
2009/05,91.28476923,98.58809336,86.7504718,96.99194286,80.9576912,72.15714127,75.76481517,78.26964734,84.30195547,85.94196512,96.51361995,91.39286018,75.49686068,96.5461278
2009/06,93.28949458,96.17819573,87.30638111,97.56390259,81.88208914,75.39169127,78.69429065,82.04655731,84.59597897,88.30009101,96.56154025,91.45937329,87.99661827,93.97577576
2009/07,90.59721828,97.74532888,88.58445669,96.34457185,85.73419652,75.79503781,79.65694863,83.20746549,86.05930007,88.52106695,96.98961818,91.44341464,92.38699483,93.97175334
2009/08,88.92836985,96.46991745,89.31002793,95.75516984,85.13466032,76.28798885,80.34970178,83.68837692,85.94830006,87.37378177,96.54966709,92.45717358,93.63437124,93.72188533
2009/09,90.6757318,97.32957474,89.44828984,94.99493232,86.64236607,76.37422773,81.38535414,84.20090961,86.75505104,90.24927977,96.78727414,91.56289987,90.59599925,90.3132999
2009/10,91.38096062,98.07048176,90.2584926,93.28359862,88.39367087,78.80152295,83.63301693,85.6067283,86.99166905,85.82431987,96.86665426,92.21764886,91.27916818,93.17840725
2009/11,92.7798264,97.16230726,89.38894412,92.96342584,91.24680603,80.64857581,85.2390659,86.25331717,86.68722412,87.47885736,96.7976906,92.34610198,91.51065961,94.26876932
2009/12,94.32008792,97.33055438,89.15696375,93.08075245,90.28576677,80.81666097,88.65487713,87.2567205,85.29910107,87.32640801,96.71487293,93.20496884,92.85711766,94.4159632
2010/01,90.74781306,99.14304191,89.39419954,104.3046487,88.79761146,79.81639451,82.08952258,85.78019617,86.86823968,87.94838591,96.32048004,93.67416885,91.98385618,93.74660213
2010/02,94.58228007,99.87537755,88.98006875,94.96113736,90.52125044,83.40966903,85.64277894,86.94073909,86.44635338,87.07680033,96.04882809,93.49348252,92.56477747,94.32961584
2010/03,92.78374671,99.54479218,90.11150529,96.04522653,91.9057817,85.09171978,86.22992979,88.14849544,88.64052984,88.95848326,96.10862767,93.80915176,93.10144858,95.67046916
2010/04,98.47908826,99.96138206,90.11025973,99.74291519,93.10791311,86.09935371,86.08549486,88.24007713,88.0968675,88.66114988,95.9502843,93.22461618,93.13141634,92.33749743
2010/05,98.85353302,100.5888494,90.80676261,93.2231554,93.19311888,83.85475478,87.00429012,88.43120352,88.37484165,88.20609469,95.37683008,92.57342504,92.76245127,99.45013632
2010/06,94.56447408,99.54901296,91.79648783,93.40136049,93.06973459,82.99438291,87.09401164,88.39103504,89.51234713,87.75038095,95.40847341,93.2867936,92.13400655,100.903167
2010/07,95.38414935,98.67693605,95.26377681,93.99904065,92.66834087,84.85936378,88.45324863,88.16618726,89.27867199,89.00445642,95.23749839,93.32723545,92.66843074,97.49757879
2010/08,93.51916049,99.1906119,91.61028315,92.77260738,94.48256481,85.43101987,90.01594974,88.78939865,89.30664288,89.09690855,95.26553089,93.16721922,92.56568522,96.18910872
2010/09,100.2168767,99.49388657,93.32820457,93.78634726,93.55776004,87.2490063,90.78072283,88.37499355,89.33522477,89.6282736,95.03645453,93.59710383,92.82285997,97.28944395
2010/10,94.36120365,97.93802571,92.89953902,94.49576433,93.1165573,87.94605864,92.27596767,88.91198719,89.22705098,89.4818346,95.65163356,92.86813416,93.12556988,95.9628795
2010/11,95.92846604,97.53177471,93.68186321,93.50488041,94.30809618,89.59780815,90.7602694,89.06769581,91.71155911,89.2836456,95.3929367,92.96209468,92.77060118,95.44935118
2010/12,90.60625219,98.56046039,94.50027784,93.86219245,94.48313077,91.8245509,97.96978997,89.61764806,91.28299758,88.84741518,95.84274102,92.328049,91.90345361,95.70112409
2011/01,92.75321822,98.20115625,95.73547963,98.46005342,93.93986614,89.53295176,94.44476505,89.45283619,90.67200796,91.40577508,96.34785444,93.00466047,92.84098103,95.98068867
2011/02,87.24341189,98.54617978,96.3194255,94.60833447,94.5870744,92.99102306,95.75157719,89.84232719,90.6945376,91.94875364,96.72737025,92.97164009,92.55539371,95.41789838
2011/03,101.3713222,99.54757478,97.41342385,92.11359861,95.24602001,92.19397043,95.88597302,89.83639966,91.65978452,92.57363066,96.73180054,93.3154473,92.60315649,95.80980333
2011/04,85.87330488,99.76141034,97.95861605,97.23836685,93.95620381,88.5014027,94.0337722,90.87319862,90.93098032,93.68818286,97.26626969,94.05337158,93.80649577,96.40468293
2011/05,87.4560381,99.37688924,97.21192484,97.1732812,95.51148082,94.21548198,96.8082194,91.5212953,90.74227858,93.85703084,97.54718976,94.13705766,93.58298689,95.84087649
2011/06,80.23808731,99.6765172,97.92917451,103.1891384,95.08848756,94.48980459,96.71593965,91.50782474,91.20221683,94.73387156,97.65830672,94.22306263,94.36614211,96.59820441
2011/07,94.1811033,99.56845413,97.39265793,98.83134596,95.99983385,92.56313194,97.59542947,92.2258774,91.53588605,94.56729068,97.51990576,94.77243625,94.4392106,96.69195159
2011/08,98.44402427,99.69177664,97.51793378,100.4167696,95.39380369,95.66230305,97.85110364,92.58688182,92.06082197,95.53162915,97.82941333,94.09391631,94.69303665,98.37828161
2011/09,95.30043816,97.9204103,97.83598601,99.48383692,95.9699843,96.33710871,97.07705745,93.43448268,92.91810253,95.14469002,98.54804721,94.62671473,96.4208471,98.70599437
2011/10,92.50796834,101.1281382,97.51788796,101.0615409,97.2015529,91.74429944,94.79255146,92.99226094,94.2360912,94.37989081,98.12734456,94.99463886,95.68500877,99.38622468
2011/11,94.12478642,100.7835162,97.4266946,103.3161885,98.26586008,96.89194676,96.81752196,92.81903553,93.84704713,96.02420282,98.31266565,94.65617495,95.05038703,100.0039391
2011/12,91.17438192,100.5134913,99.95518157,102.6331701,98.31320333,95.60537767,95.68935145,94.09054709,96.67649426,93.19854208,97.43686624,94.74422301,96.05903853,99.72662491
2012/01,92.92410805,98.1951172,97.69319244,101.8035846,99.05485632,98.48563933,97.91794732,95.40540236,94.7433363,93.23556373,99.41754393,95.6203131,95.28048588,100.2383928
2012/02,93.52535076,99.8880622,98.83165456,100.2157119,99.10906427,98.05073517,97.68577376,95.47556242,94.94304765,94.11801738,98.77174449,95.57621997,97.45993144,101.7319223
2012/03,105.2499038,100.1944886,98.633999,99.58297486,99.3191489,98.5700519,98.04994106,95.69581697,94.84103058,93.71254664,98.66533978,95.64853114,97.84705736,102.662275
2012/04,92.97582902,100.0974903,99.1619784,101.6445151,99.80372069,98.37117926,99.24188453,96.18659592,95.00173686,94.51045036,98.82589182,96.68836219,99.10444345,102.9863447
2012/05,92.34861675,100.5766835,99.69329693,101.5104384,99.26175906,98.89087149,96.14002438,95.69442322,95.24800432,96.32406206,98.99967119,96.80335389,97.25862098,103.4942186
2012/06,99.60680408,100.6981208,100.0347326,101.2815111,100.3881546,98.46334481,95.27939975,98.11969242,95.52278351,97.13692873,99.25785966,97.44917951,99.88519895,102.7886028
2012/07,96.54536444,100.7354446,99.90871506,105.8594753,100.1189502,99.95810804,95.74417448,97.15789099,95.97574698,97.03944912,98.60396174,97.51512153,99.39356169,102.8002636
2012/08,99.47981538,100.6291467,99.26959406,102.2689363,98.94667552,98.77343857,95.15163473,96.18120662,96.90318887,100.0619084,100.0052642,97.71094784,99.80052378,100.4454484
2012/09,94.23612422,100.3093977,99.3919475,103.6373069,100.7210495,97.5289688,94.76241626,98.04288766,97.22946842,97.8240992,99.90789819,98.16520008,100.5158749,98.13294858
2012/10,96.15233726,100.2913223,99.9736172,101.8295975,98.46061089,99.15468751,97.62247374,98.29217754,97.84462412,98.73796163,99.77516052,98.43838779,99.38687718,100.5605502
2012/11,106.1679467,102.6027678,100.6720446,102.4954815,99.29039431,101.0596341,99.21035626,99.37830472,98.62579105,98.9309652,99.97972544,98.89578516,99.9336008,100.8395265
2012/12,98.65713854,100.9341587,99.53048682,96.9027739,99.29968006,103.5179034,99.56581612,99.19794113,98.17651785,101.136313,99.7947384,98.22466139,99.7144685,100.3303594
2013/01,98.88779008,100.8142127,99.95545475,100.6713202,99.58308649,101.0052117,99.04681703,98.95285905,98.71299185,101.2927709,100.112012,98.47580498,98.44957803,99.26672155
2013/02,95.9533416,100.2388768,99.34881521,102.4725984,99.94343045,98.53428843,98.97365921,98.88570352,98.72563215,100.794108,100.0265759,98.83740658,99.29596503,98.16334811
2013/03,95.37561177,99.63682213,97.88849023,100.7864881,99.94929232,100.9376757,101.4238921,99.3405947,99.16803627,97.44477503,100.6077104,99.9692812,99.68397687,97.97794056
2013/04,99.07599072,99.4705939,98.34444998,98.60638131,99.20178526,99.92328676,100.6854261,98.65098848,98.94629745,99.31285769,99.48578005,99.8002495,98.66860726,97.23180489
2013/05,99.07024844,99.03552079,100.0991591,102.8288752,99.39861628,99.93812554,100.9232349,99.06912875,100.648759,99.87227403,100.1348261,99.38139593,98.96679735,99.01328881
2013/06,100.1957121,99.14611459,99.80048214,98.19083216,99.79870648,99.76805363,101.4421012,99.78300185,98.83824136,97.34678236,99.71462517,99.81338509,99.52670146,99.57409493
2013/07,100.4247376,99.45408179,100.4699761,97.94291003,100.1062887,98.65000891,99.97676049,100.5097257,99.81516803,99.87024486,98.58747904,100.3514326,100.6601798,99.73828547
2013/08,97.18691296,99.77921142,100.7015216,99.60895246,100.8145862,100.6125814,100.0250669,100.1719627,100.2383069,100.6796587,100.7737766,100.3367807,99.98502456,100.9259524
2013/09,100.2329319,99.47422532,99.99604266,98.58059834,100.3678299,98.61610208,99.72721926,100.9979593,100.7130809,100.3643385,99.98064789,100.6206202,100.4895128,102.296124
2013/10,106.7195055,100.9223803,100.4068716,99.24594245,101.4030827,100.3317129,98.44475347,101.6189888,100.2389454,100.0647648,100.1059562,99.59092642,100.320034,102.339134
2013/11,101.7982484,101.5273027,101.3929444,99.93060751,100.3416317,100.0869311,99.22690068,100.9753774,101.1651479,101.0264895,100.2519672,100.4667624,100.9486077,101.7923234
2013/12,102.6547464,101.3437217,100.9240549,101.1849194,99.6162274,100.5079473,99.23249061,101.4090963,102.8865838,101.2543416,99.95241862,101.6498961,102.6689719,101.9833682
2014/01,95.01793178,100.212211,106.9008055,98.77412733,101.642227,101.4245806,97.05584739,101.3081631,101.4581476,98.85063451,100.4907082,99.59537589,102.203502,101.437512
2014/02,105.0966964,100.0022899,106.1236525,102.6694722,101.5000987,104.102658,100.90531,101.3575648,101.9647014,99.81657448,100.3519463,99.85504314,101.7629637,101.059107
2014/03,104.488042,99.43571373,107.6168897,102.7187897,103.0278153,102.3969279,99.86410744,103.7191524,102.3808976,98.39695079,100.19097,96.8225554,101.417725,100.3762591
2014/04,100.7061869,99.2215087,108.6181071,103.9196172,103.9775295,104.4542482,101.7145398,104.8870704,102.1080547,99.77183931,100.0967845,99.3024427,100.9280643,100.5037599
2014/05,105.5643453,99.17614543,108.0100777,103.486751,104.3780876,108.6418445,105.053085,104.1140813,101.9293527,99.49051714,99.93524229,101.1235691,101.8542545,100.0112355
2014/06,101.0621741,98.32893963,107.9696758,104.1989893,104.3956374,104.1777458,101.5228524,103.6512543,103.6516027,97.77804282,99.42476119,100.859814,101.1728797,100.0161936
2014/07,107.6598195,97.79767568,107.7898022,98.99110585,104.8041601,107.5026397,102.7185788,103.5867951,103.8704052,99.74290602,100.5318628,100.2033486,102.138907,104.4825946
2014/08,103.3843873,98.22893097,108.6925995,101.6627378,103.2641457,106.728851,103.1286845,104.0833801,102.9318511,99.60157908,100.4965146,101.4580336,102.315071,102.7736467
2014/09,104.0283509,97.49381231,108.6464019,101.9860157,104.3466418,103.6581333,99.11995197,104.2140668,104.1610133,100.6956237,100.0816962,100.1955748,100.3461819,103.1437272
2014/10,103.9069035,96.46538983,108.8048893,105.148762,105.3877024,107.7283116,102.0284448,105.2688403,104.939781,101.4586186,99.89653133,99.95378047,102.6215482,103.557887
2014/11,103.7509786,96.2690307,108.1544729,104.3520144,106.0884899,109.0353891,103.4974288,105.7669718,104.8919461,100.053219,99.69991096,99.94546206,103.814652,103.047351
2014/12,105.4464955,95.5283951,109.5303062,104.0754881,105.7038876,109.0511435,102.3458562,106.6402303,106.2955863,101.6987243,100.0857482,97.91369712,103.7574821,104.5073103
2015/01,105.650634,95.04853245,109.581104,103.0847689,105.4104645,109.6369525,104.8303573,108.5829222,105.6252333,101.0944179,99.39170708,101.4558725,105.4964505,104.1802247
2015/02,104.6273529,97.35965614,108.4785096,100.5765368,106.6831628,108.4701833,102.7248738,109.268895,105.9241315,101.0502332,99.19526285,101.5118693,105.908584,108.8906673
2015/03,104.5959176,95.62507245,108.9811251,102.1263969,105.5667722,109.3106184,103.6576442,109.7352456,106.9108301,100.8255714,99.71112568,101.8655249,106.824212,106.5640737
2015/04,105.964496,92.61109644,109.3854898,107.1081887,107.745805,112.7045368,106.7212954,110.7069772,108.2480445,101.1833882,99.38268857,101.4879516,108.8065125,104.8693355
2015/05,111.2159579,92.69028396,107.8152121,102.961921,106.6809627,110.9829775,105.7641337,110.9718453,108.7062964,101.8189151,98.93186582,100.2023895,109.1315153,104.301457
2015/06,98.03204224,93.47381413,107.9166047,104.2310271,106.5841539,112.376452,105.478977,112.2238262,108.8395434,104.5890626,99.33504329,101.9927056,108.9321097,104.0563679
2015/07,102.3329721,93.49085892,109.2217045,108.8188675,106.7474355,115.7222964,107.1247502,112.3751983,109.0059774,102.8260795,99.15934306,102.4143973,109.6478126,102.9947089
2015/08,106.010896,93.97196831,110.9398221,108.2810217,107.0837297,111.2977253,107.0947427,114.0526148,109.326589,101.9830291,99.23826686,103.0276507,110.1556216,103.5336381
2015/09,107.1031328,93.44589891,111.441135,109.3627397,108.5071747,113.2508072,107.5105957,114.3812845,110.0653138,103.4594617,99.65147471,105.0240538,108.4147134,103.1456828
2015/10,105.5274998,93.19475131,112.268818,102.6524226,108.6243901,111.9850099,105.9023004,114.8870862,111.0194671,103.1851764,100.0495272,105.8633252,111.7155049,102.4439567
2015/11,100.4619536,92.7072705,111.6021463,105.3110678,107.3577873,110.6766662,103.186928,115.5984873,111.2863207,101.8604237,100.1871451,104.8633035,111.1345708,101.2797323
2015/12,107.1734196,92.72181187,111.0398352,104.1481124,108.0872751,107.9108763,102.4774121,115.8914838,111.4855896,102.0440551,100.8065284,106.2810354,110.5148115,105.5293719
2016/01,105.4150528,91.85398301,108.610696,106.0763416,108.6129194,110.8351372,106.8548033,116.8036457,111.7520404,103.471786,100.0252816,104.3868526,111.0341396,103.5509515
2016/02,108.0473058,93.56086152,109.6296613,106.8024958,108.1978397,112.0230426,106.5450161,117.7300213,112.723684,102.2279734,101.2213903,104.8469023,109.5115887,103.7265016
2016/03,103.7623587,92.38283994,109.2996699,106.5847889,107.4788301,112.3305824,106.9677854,118.0635857,112.8162917,103.6583398,100.5857203,103.6913055,109.6814828,101.8617248
2016/04,107.055244,90.44637439,109.347804,106.5442445,107.172579,113.7222537,105.4740973,118.2703421,113.1525558,104.4094311,101.1517634,104.93001,108.4915996,104.0136896
2016/05,105.304736,89.84522581,110.7880684,107.5481474,107.9304753,113.2808445,106.8451198,118.8944925,114.09894,103.6523474,101.54807,105.0686369,107.7402657,104.2231509
2016/06,112.3091777,89.42597731,110.8185943,105.7658603,108.1819295,114.3333909,107.6409865,119.84396,114.1808553,103.5963005,101.2434128,105.7945332,109.9623436,103.8318436
2016/07,107.029508,89.87503883,111.4083831,105.2846458,108.4664721,113.0582922,108.3156861,120.818281,114.4575004,104.8038592,101.3211863,106.8196319,110.3075645,105.0324434
2016/08,113.8856257,88.23321583,110.4272535,104.9714135,108.9203351,112.7058264,108.4685448,120.0669935,114.9297287,103.0295269,100.9920787,105.4669665,109.4291114,104.9886557
2016/09,110.0842784,88.02011043,109.4053615,105.7579044,108.1498098,114.9140115,109.0637289,121.9076624,114.1123338,103.8251635,101.2488825,103.9133912,117.8943103,104.9665251
2016/10,108.8020356,88.35608335,110.4423089,106.3650574,109.0831757,113.6817014,112.2425469,121.3496426,115.5491128,106.2931299,101.3065134,105.8372754,115.0783443,105.7538789
2016/11,108.5905752,86.82331319,109.3298921,111.7795569,109.9599872,114.1002195,110.0451003,120.0074947,116.1679768,107.6861524,101.3961766,105.1528453,114.9529722,106.0392638
2016/12,111.1760075,85.94435633,110.6375062,106.1578905,111.2260391,117.5840913,111.1428551,124.2058439,116.3264624,106.4855068,101.5133827,107.8421021,116.1362891,105.1221795
2017/01,116.0992611,85.48272457,110.4622753,105.597383,112.0739909,115.5725284,108.7449343,125.8026647,117.100478,107.3478321,103.2444323,105.5198761,113.8048369,105.0443979
2017/02,103.9611787,84.40096456,108.9204581,104.4596829,111.8296177,116.0904394,110.3856198,125.2246044,116.7988288,108.7426172,101.9258256,105.3582212,116.8579434,104.171659
2017/03,109.2743573,84.68110491,111.3888665,106.3843483,112.4821528,117.1386791,109.3320397,124.8305613,117.0835974,109.5268051,102.6720823,105.866937,115.3587795,102.748977
2017/04,110.4194377,84.62777723,108.7375674,103.8189918,112.1865542,116.7933786,113.4390611,127.9696647,116.558318,108.0963707,102.6178353,105.8950655,115.0978845,103.1377187
2017/05,107.0832933,84.57815391,111.3747994,103.4332741,111.5337623,117.0939358,110.9001367,125.772559,116.5636809,110.2795709,102.7166426,106.0174214,117.1349646,103.5222708
2017/06,117.9183568,84.28035708,110.8389911,106.3130547,111.5191556,119.3394966,113.0565289,127.127247,116.1088935,109.5987529,103.0346858,102.5518857,116.9796388,104.1782336
2017/07,111.2519317,83.50919199,108.4673344,104.7975176,111.6659933,118.2278364,111.288339,126.8111376,115.5896874,107.8203296,103.6112179,104.4085052,115.3637698,104.3920836
2017/08,111.2162776,81.16112235,108.3705589,106.0800037,112.1958299,121.2396016,111.2274077,127.1707628,116.9225665,110.4548125,102.5849716,105.3222539,115.3663944,104.6586672
2017/09,112.4953046,75.11003625,109.2988483,108.2586733,109.4786881,118.4283081,112.3593718,125.9917385,116.7611778,108.8103163,102.5890127,104.2656837,114.4064814,105.9594036
2017/10,112.4555834,79.90895091,106.0122307,107.9136356,112.4076683,120.1703161,114.2090805,127.0720887,116.3077514,109.1073581,102.2079173,105.0852489,113.7217919,103.0185444
2017/11,116.4332173,80.10198628,111.864957,107.8644011,112.4547205,121.6603419,113.0946515,127.7962876,116.8947141,110.2202993,102.844754,105.4315056,114.619477,106.8639243
2017/12,113.7432605,80.1669383,109.6558324,110.3951734,112.8581756,122.1605243,115.3488438,128.1534974,118.476525,117.8493014,102.4275036,104.1176616,113.9001384,108.0729194
2018/01,116.7297835,80.5858289,118.575366,107.8839895,112.310258,116.4202345,113.6423299,129.0447243,117.5550255,108.950921,102.4332908,105.6716237,121.6264876,108.490964
2018/02,114.6523781,78.74536991,118.9585903,107.5107066,112.768782,122.6715791,113.4880265,129.8763682,118.3539846,110.4472874,102.8226014,105.9169205,123.6002108,109.0627931
2018/03,115.5362729,78.76459735,116.3723323,108.4683092,114.6673896,123.2286866,118.8290327,131.1494286,118.1472766,110.9526022,103.2269754,105.956713,118.1637118,109.6834669
2018/04,116.0196006,79.72348133,119.7102048,107.4157385,112.1626374,120.1299347,111.8108823,130.906384,119.958494,117.0207016,102.8367162,105.332496,118.7045359,109.82445
2018/05,116.9536662,79.17459318,115.8774915,109.075969,114.7044969,124.7029654,114.0057333,134.530124,118.6578384,112.0130432,103.4429372,105.8481442,116.109122,110.0089441
2018/06,113.7100641,78.34471994,118.6096385,108.702582,114.8145363,123.3209505,114.8308879,132.1392723,118.5057583,114.9539933,103.220342,105.1173756,115.736645,112.2412662
2018/07,112.6954955,77.72830658,120.7042454,109.3669686,114.202261,122.4277947,115.9065008,133.0913149,120.3982876,114.1436309,104.25291,105.3384842,116.9908845,108.4884097
